,Wall Street Journal,CNN,New York Times,Fox
196,"China, Iran, Russia, Belarus, Venezuela and other countries are limiting the free flow of information, watchdog groups said, as decision makers look at how the coronavirus contagion unfolded in earlier-hit nations to make their own policy decisions https://t.co/YL2uP3nA96","Nearly 8% of staff at the UK’s National Health Service are currently off sick, the country's health minister said https://t.co/DTSHKv7TCe","Correction: We deleted a previous tweet to this story, which contained a typo in the name of the cruise ship. It is the Zaandam ship, not Zandaam.","RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo"
197,The home of the U.S. Open is getting a temporary makeover. Billie Jean King is on board. https://t.co/T5aXfHZ7Br,"""Especially in times of coronavirus we stick together."" Germany sent 50 ventilators to Spain to help the country battle its coronavirus outbreak, the German health minister said https://t.co/cMoq0bLKLS","The Zaandam cruise ship is approaching Florida, hoping to dock. But local officials are reluctant to take sickened passengers into their crowded hospitals.

“Being locked in our cubicle room is definitely having a toll on us,” said one passenger.
https://t.co/ivcb8LBQwz","Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA"
198,"As the only doctor at a local community health clinic for low-income patients in Ohio, Dr. Mary Krebs was on call and advising a flurry of anxious patients who were worried they might be ill with Covid-19. What she didn’t tell them: She was also sick. https://t.co/pW3xsujGas","A mob in India pelted frontline healthcare workers with stones as they tried to treat a patient who was suspected of contracting the novel coronavirus, local police said. Four people have been arrested. https://t.co/Whi9f0Zuvl","RT @katieglueck: NEW: Biden has spoken w/Obama about VP search, his associates have reached out to Holder about 08 process and nat'l co-cha…",Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a
199,"In Africa, fierce enforcement of coronavirus lockdowns is stirring resentment among residents struggling to scrape together a living, hurting attempts to stem the pandemic’s advance https://t.co/BNkyINJUmD",Loss of smell has been reported as a symptom in some cases of Covid-19. Here's the best way to test yours: https://t.co/tITVynIBVX,"RT @StacyCowley: Treasury said the Paycheck Protection Program would be ready to take applications tomorrow, and that they would ""be approv…",".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a bipartisan basis"" after Democrats regained control of the House on #ElectionDay.  https://t.co/xQswoGRYP7 https://t.co/Ucacsx64R7"
200,"Some health experts believe nearly one in three patients infected with the coronavirus are getting a negative test result, based on limited data https://t.co/oliHTTMx2I","""We all read so much about what was happening in Wuhan on WeChat,"" said one Chinese American woman who's been making masks. ""We knew how serious the outbreak was and started being careful much earlier than other Americans."" https://t.co/VSDSYfHgZk","For the first time in nearly 20 years, @NYTimesTravel has turned the 36 Hours column over to our readers. From your suggestions, we created a full weekend itinerary packed with travel-inspired activities that you can do from home. https://t.co/CfTBCv4TBp",Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD
201,"Are you OK? Your co-worker wants to know. With millions stressed out and working from home, companies want coworkers to become remote confidants. https://t.co/l0ylgVgamn","Prince Charles, the heir to the British throne who is in good health after his recent Covid-19 diagnosis, will remotely perform an opening ceremony for a new coronavirus field hospital https://t.co/jIfDVYDBvu",RT @elizabethjdias: 1. Let's talk about apocalypse. It feels everywhere lately. It is also a religious narrative that arises in social/poli…,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK
202,From @WSJopinion: Broadly deploying antibody tests that show immunity will be critical to saving lives and getting Americans back to work https://t.co/LoToGfVK0E,"If you absolutely have to travel, these are the main risks -- and what companies and passengers can do about them https://t.co/D2eiLuVLer","The $2 trillion coronavirus stimulus package will send money directly to Americans and do much more. Here are answers from @tarasbernard and @ronlieber to questions about the law.

https://t.co/mM7GqB4Pf3",Trump neuters ObamaCare birth control coverage mandate with limits on plans covering abortion https://t.co/ZXX1uDaqXl
203,"More infected men than women seem to be dying from the new coronavirus: “There are profound sex differences in immune systems and this pandemic is revealing them once again,"" a professor says. https://t.co/P1GazEh1bb","This hilltop town in Spain has cut itself off from the outside world to fight coronavirus -- and there has not been a single recorded case of Covid-19 among its 1,400 inhabitants. https://t.co/V80qx6SknM","RT @nytgraphics: We've seen some questions on our story about changing travel patterns across the U.S. during the coronavirus outbreak, que…",The New York Police Department gathered about 20 saluting officers and held an aviation flyover to honor an Emergency Services K-9 just before she died this week. https://t.co/8cUiygkNtc https://t.co/XRmpyfjttF
204,"The coronavirus triggered a liquidity crisis in the nearly $4 trillion municipal-bond market, but the volatility that resulted has been brewing for a decade https://t.co/aFbXCLGVrY","The US has stopped issuing passports unless it's a ""life-or-death emergency,'' in an effort to help stop the spread of coronavirus https://t.co/2GNAOlUjCr","In “Kim Kardashian West: The Justice Project,” a new documentary airing Sunday on Oxygen, the reality star’s 2 worlds — TV and activism — seem to flow completely together https://t.co/3CwrTJmynP","RT @FoxBusiness: .@KellyannePolls: ""Many people want to work in @POTUS' administration."" https://t.co/to6mCzFkA7"
205,Your guide to instantly looking better over video chat and not getting Zoombombed https://t.co/SYAJRrvtuP,"Dr. Anthony Fauci, one of the US' top infectious disease experts, says all states should issue stay-at-home orders: ""I don't understand why that's not happening"" https://t.co/MPdSo1CMie","New York Gov. Andrew Cuomo said on Thursday that the state has only 6 days' worth of ventilators left
https://t.co/bpovrY38Au","A trooper took this beautiful photo of a double rainbow over a New York State Police squad car, Tuesday. https://t.co/j9V1h3Ja5p"
206,Container ship operators—a backbone of the global supply chain—are canceling sailings on major trade routes to preserve cash amid the coronavirus pandemic https://t.co/6s1ihnI30Q,A New England Patriots team plane loaded with 1.2 million N95 protective masks has landed back in Boston after picking up the vital supplies in China. https://t.co/3Xr95f6EPv,"The FDA has loosened its restrictions on blood donations from gay and bisexual men, reducing the deferral period from 12 months to 3 in hopes of spurring blood donations during the coronavirus crisis
https://t.co/4HfDduaZLj",Jeff Sessions' departure leads to questions about Russia probe's future https://t.co/5iWsDcmrYO
207,"Oil prices surged following hopeful comments from President Trump ahead of his planned meeting with energy executives. Prices had fallen sharply earlier in the week. Here’s what we’re watching in the markets today, with @davidhodari. #WSJWhatsNow https://t.co/FprWcc4QZT","This hilltop town in Spain has cut itself off from the outside world to fight coronavirus -- and there has not been a single recorded case of Covid-19 among its 1,400 inhabitants. https://t.co/nySC922BkI",Read more answers to frequently asked questions about the coronavirus bill here https://t.co/LfxvkXART3,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission he was hired to do. He introduced a zero-tolerance approach to immigration prosecution."" #Tucker https://t.co/OMIhWNVY0p"
208,"We're tracking how companies are responding to the coronavirus outbreak—and whether they're cutting or adding work, workers, pay and benefits https://t.co/PIeXBzYDQt https://t.co/T2GsHnc9RU","Around the world, seismologists are observing a lot less ambient seismic noise — the vibrations generated by cars, trains, buses and people going about their daily lives. In the absence of that noise, Earth's upper crust is moving just a little less. https://t.co/Hu5SHy4oW0","For renters, the bill puts in place a temporary, 120-day nationwide eviction moratorium for anyone whose landlords have mortgages backed or owned by Fannie Mae, Freddie Mac or other federal entities. It also prevents those landlords from charging fees for anyone not paying rent. https://t.co/iNwp76VXBs",South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/HXoKJGWYxV
209,"Hundreds of millions of people work odd jobs, from India to Africa to South America. With coronavirus quarantines keeping them from work, many worry about homelessness and hunger. https://t.co/Aa87rstaq5","New guidance to reduce the spread of coronavirus in long-term care facilities like nursing homes includes:
- Screening staff, residents and patients for symptoms
- Separating infected patients and residents from uninfected ones
- Wearing face masks
https://t.co/91GbDk0Imu","Workers who are able to work from home, and those receiving paid sick leave or paid family leave, are not covered in the expanded unemployment program. New entrants to the work force who cannot find jobs are also ineligible. https://t.co/LfxvkXART3 https://t.co/5Xk2CMWQtU",Virginia drug-dealing mom gets 10-day jail sentence after providing marijuana to three children https://t.co/PiU3CthxVx
210,"Breaking: A record 6.6 million workers applied for unemployment benefits last week, marking a sharp downturn in the labor market caused by the new coronavirus https://t.co/n9DFvyIxpF","On March 3, there were about 92,000 cases of the novel coronavirus worldwide, most of them in China.

Now, on April 3, there are more than 1 million infections globally. https://t.co/4panc6Repb","Yes. If you are unemployed, partly unemployed or unable to work because your employer closed down, you’re covered under the unemployment program.

But if instead, you quit your job as a direct result of coronavirus, it gets complicated. Read more here: https://t.co/LfxvkXART3 https://t.co/R2GnfMLiPd",".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to save the country."" #Tucker https://t.co/fH82PdquWN"
211,"Boeing is expected to offer early retirements and buyouts, West Virginia postpones its primary, and sailors disembark a U.S. aircraft carrier after nearly 100 crew members test positive for coronavirus. WSJ’s Shelby Holliday has the latest on the pandemic #WSJWhatsNow https://t.co/0x1j5wxKwk",Hospitals in Iowa are finding new supply channels for the equipment they need to fight coronavirus -- and local communities are rallying to help with some inventive solutions. https://t.co/Gpm5egR7dG,"If you’ve received a coronavirus diagnosis, have symptoms or are seeking a diagnosis — and you’re unemployed, partly unemployed or can't work as a result — you will be covered.

The same goes if you must care for a member of your family or household who has received a diagnosis. https://t.co/wLFrHaG85L",Fox News Channel tops all broadcast and cable news networks in total viewers for midterm election coverage. https://t.co/7YcbLe4gxv https://t.co/wnM49TUYq4
212,Can Wisconsin successfully hold primary balloting amid a pandemic? https://t.co/8Sz7m4AMTo,"President Trump made the belated decision to speed production of ventilators on Thursday -- but the bulk of deliveries will not arrive until June. That's too late for states like New York, Michigan and Massachusetts | Analysis by @stcollinson https://t.co/pOh4OXSawV","Yes, self-employed people are newly eligible for unemployment benefits. Part-time workers are also eligible. 

How much you'll receive is based on previous income, using a formula from the Disaster Unemployment Assistance program, according to a congressional aide. https://t.co/THoQcI3IHk","Sacha Baron Cohen revives 'Borat' character to talk politics, midterm election https://t.co/taa4Z5RCj1"
213,Another 3.1 million Americans likely sought unemployment benefits last week amid a drastic downshift in the labor market caused by the pandemic https://t.co/t8mKraaCSD,"The Washington nursing home that was an early epicenter of coronavirus cases in the US faces a fine of more than $611,000 if it does not correct problems found by federal inspectors. https://t.co/M8yeClcKAI","The plan wraps in far more workers than are usually eligible for unemployment benefits.

The bottom line: Those who are unemployed, are partly unemployed or can't work for a wide variety of coronavirus-related reasons will be more likely to receive benefits. https://t.co/YTkkrfPlp1","Violinist claims Southwest Airlines forced him to leave flight after he refused to check $80,000 instrument https://t.co/S5TxSoH3uu"
214,"The coronavirus pandemic is not only costing Trump properties over $1 million a day in lost revenue, but also complicating the sale of the Washington hotel https://t.co/TpcFHZ4ji5","Cyber criminals are taking advantage of the coronavirus pandemic, using ransomware, scams and eavesdropping to cause harm. https://t.co/5k1MlXgHp5","College students won't receive stimulus payments if anyone claims them as a dependent on a tax return. 

Usually, students under the age of 24 are dependents in the eyes of the taxing authorities if a parent pays for at least half of their expenses. https://t.co/LfxvkXART3 https://t.co/R7fMXh9BFA","'Take Their Word For It': Jim Jordan Warns of Congressional Investigations By Nadler, Waters, Schiff https://t.co/ZXsUPobdbG"
215,"West Virginia is postponing its Democratic primary to June while Wisconsin is carrying on with plans to hold the vote Tuesday, raising question about whether the election can be successful in a pandemic  #WSJWhatsNow https://t.co/4khvrrAh7y","The 50-foot skeleton of a shipwreck has reappeared on a Maine beach every 20 years or so, but then disappeared before experts could find out more about it.

But a marine archaeologist may now have solved some of its mysteries. https://t.co/9Q4gtI3dLN",The U.S. Treasury Department has said that most people should get their money by April 17 https://t.co/LfxvkXART3 https://t.co/HlSInq7YHG,"Former Governor John Sununu: ""What really made a big difference in the House races around the country last night is...the Republicans were out funded tremendously."" #TheStory https://t.co/KSG4AbTFHK"
216,"President Trump is considering grounding flights to and from U.S. cities that are virus hot spots. The U.S. has 216,722 reported cases of the coronavirus, just under a quarter of the global total. https://t.co/nH1wgHxGsf",President Trump's claim that scarves can work better than masks is not supported by the Centers for Disease Control and Prevention's guidance to health care workers. https://t.co/TgobBtNkiL,"Payments decrease for individuals making more than $75,000 and married couples earning more than $150,000. They stop altogether for single people earning $99,000 or married people with no children earning $198,000. https://t.co/LfxvkXART3 https://t.co/QWT4bSA1rG","Georgia posts private information of 300,000 absentee voters (via @keiperjourno) https://t.co/5H4ETZthYC"
217,Oil rises more than 10% on hopes for a truce in the Saudi-Russian market war and the possibility of U.S. action to mitigate the effects of low prices https://t.co/F9wuc2Druc,"Former Labor Secretary Robert Reich says the coronavirus relief stimulus package, which includes sending checks to people, is ""barely a drop in the bucket,"" adding that ""80% of Americans live paycheck to paycheck. And so $1,200 is not going to carry them on very, very far."" https://t.co/M527sPAhXe","The payment depends on your income last year.

A single adult who made $75,000 or less will get $1,200. Married, childless couples filing taxes jointly earning $150,000 or less will see $2,400 total. For every child age 16 or under, there will be an additional $500. https://t.co/hMGQZB4nLI","CNN's Jim Acosta press pass suspended by White House, Sarah Sanders announces https://t.co/5iiXWRUrCI"
218,Hedge fund manager Chris Hansen started getting worried about the coronavirus in January. Now he’s up 36%.  https://t.co/VcJEmn5SY0,A woman who spoke to CNN about losing her job as a waitress said she didn't know how she was going to afford her rent - so a viewer reached out and offered to pay. https://t.co/lnJsJL1jRr,"There's no need to apply if the IRS has your information from your 2018 or 2019 tax return, or if you receive Social Security retirement benefits. If you have given them bank account information, the money will arrive by direct deposit. https://t.co/LfxvkXART3 https://t.co/2nOfVheSTv","BREAKING: CNN's Jim Acosta press pass suspended by White House, Sarah Sanders announces https://t.co/eBITlnvfUj"
219,"More infected men than women seem to be dying from the new coronavirus: “There are profound sex differences in immune systems and this pandemic is revealing them once again,"" says a professor https://t.co/Ko87bUToRR","""Watching what happened to my father made me even more mindful of what the stakes are,"" says Branford Marsalis, son of New Orleans jazz legend Ellis Marsalis Jr., who died at the age of 85 due to complications of Covid-19. https://t.co/m8k1amKpDK https://t.co/yul8sffBE0","The $2 trillion coronavirus stimulus package will send money directly to Americans and do much more. But how much can you expect to see — and when?

Here are some answers to your questions about the law. https://t.co/QFEAEfH7Ja",".@GovChrisSununu: ""I don't think last night was a referendum on the president. I think last night was really a referendum on the idea that people...believe that their vote has a voice."" #TheStory https://t.co/bZjH5Bd4qU"
220,A New England Patriots team plane left an airport in China at 3:38 a.m. on Wednesday to fly home more than a million N95 masks https://t.co/xWCKscGCll,"A Brooklyn man was arrested on Monday after he allegedly coughed on FBI agents and told them he had the coronavirus.

Now the Health and Human Services Department says it has redistributed his large haul of medical supplies to health care workers. https://t.co/z9inQxeWgK","RT @mikiebarb: On today’s Daily: a conversation with Dr Anthony Fauci, about how we arrived at this moment in the pandemic, whether the US…",Dershowitz on Sessions' Departure: Not All GOP Senators Will Allow Trump to Demand 'Loyalty' From New AG https://t.co/lrq24Ih7lc
221,Here’s what to do when travel companies put up roadblocks to a refund https://t.co/HInLFm3v9s,"Washington Gov. Jay Inslee is calling for a national strategy to combat the coronavirus pandemic. 

""This is a national problem. It needs a national response. And it needs a national call to action. We could use that leadership."" https://t.co/sTPWA7CuRK https://t.co/tN6mWpptux","In Opinion

Editorial board member Michelle Cottle, who writes about politics, is answering questions on the coronavirus and the federal response. https://t.co/h54xgoH1Xa","RT @MikeEmanuelFox: Democrats gear up for 2020 presidential race - from #SpecialReport tonight: 

https://t.co/2rYNfdShiO"
222,U.S. stock futures recover ground while oil prices surge on hopes of an end to the Saudi Arabia-Russia price war https://t.co/Q2R4W1UqTS,"The White House released a letter from President Donald Trump attacking Senate Minority Leader Chuck Schumer in starkly personal terms on Thursday -- just moments after the President said that ""this is not the time for politics."" https://t.co/lqvIH56Lwa","""In a moment, I became both jobless and homeless."" The speed and scale of job losses in the U.S. right now is without precedent.
https://t.co/b9MMzL8HRO",".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If I’m given the opportunity to lead our conference, I’ll do that.” #TheStory https://t.co/Ybecji7P4y https://t.co/pqiqyRwF7J"
223,Take an early look at the front page of The Wall Street Journal https://t.co/aSALpwtMTN https://t.co/1yzZ7nkY2k,"Washington Gov. Jay Inslee on the federal government's response to Covid-19: ""We desperately need the full-scale mobilization of the industrial capacity of the United States to make test kits, to make N95 masks, to make visors. All of these things ought to be in our arsenal."" https://t.co/A5uJ5OgwYI",The global travel and tourism industry is in peril amid the coronavirus pandemic. The Caribbean is suffering a particularly heavy blow. https://t.co/UuSF8ZBkit,".@Jim_Jordan on Jeff Sessions' resignation: ""I think it was appropriate, the action that was taken today by [@POTUS.]"" #TheStory https://t.co/SfA26v0ock https://t.co/53KxpYY0WY"
224,A Pakistani court overturns the murder conviction of a British national for killing Wall Street Journal reporter Daniel Pearl in 2002 https://t.co/9r7bzCYopG,"New York Gov. Cuomo says he'll ""call it the way it is"" on Pres. Trump and Covid-19. ""Today, the President was very helpful, actually converting our Javits Center, which has 2,500 beds, into a Covid facility. I called him this morning, he got it done by the afternoon"" #CNNTownHall https://t.co/g93JubKZN2",Meet more of the workers confronting the coronavirus pandemic here https://t.co/hKBNng9eGo,Attorney General Jeff Sessions resigns in the wake of midterm elections. @edhenry reports. #TheStory https://t.co/SfA26v0ock https://t.co/kimTfr31TL
225,T-Mobile merger's with Sprint marks the end of Sprint as a company and a brand https://t.co/yXRzjppref,Dr. Anthony Fauci has called for a federally mandated stay-at-home order. https://t.co/zQYQVRkSwC,E. is an office-cleaning manager in Northern Virginia: “People don’t realize that we should be much more protected because we are the front lines for them” https://t.co/SKKfpOWrvH https://t.co/GOVtqlpyw7,".@MaraLiasson on #MIDTERMS2018: ""Overall I think that Democrats had a great night. They had to win the House back and they did. Anything else would have been an abysmal failure."" #SpecialReport https://t.co/yE3M42mDpN https://t.co/hNyKn44YdI"
226,"Japanese tech giant SoftBank terminates an offer to pay up to $3 billion for shares in office-space provider WeWork, depriving co-founder Adam Neumann of a potential windfall of nearly a billion dollars https://t.co/6SCt7acH0t","First responders in New York who cannot find or restart a pulse in adult cardiac arrest patients have been told not to bring those patients to hospitals, to mitigate the risk of coronavirus exposure to medical staff https://t.co/PQdrv16VLL","Tanveer Hussain is a pharmacist in Poughkeepsie, New York: “My biggest concern is that I am in my late 60s, and I have a heart condition. I feel nervous, and it is concerning when I see people who are coughing or have a runny nose come up to us.” https://t.co/JBtNO31sn8 https://t.co/sqrOuah7fk",".@marcthiessen on Sessions resigning at @POTUS' request: ""The president is learning from his mistakes. If he had done this with James Comey after the 2016 election, there would be no Mueller probe today."" #SpecialReport https://t.co/5iWsDcmrYO https://t.co/bmciQAMxva"
227,"Dr. Fauci receives security detail, as the infectious-disease expert has become polarizing in a politically divided country https://t.co/Ea9WN6WoQt","Dr. Sanjay Gupta's daughter is making cloth masks for members of her family to help them get through this challenging time. ""We're all in this together, so let's make sure we're there for each other as well,"" Gupta says. #CNNTownHall https://t.co/gtLOvBCDH1 https://t.co/eKU4jRUWuK","Nikki Grigalunas is a homeless-outreach worker in Chicago: “I would be lying to say I’m not worried about exposure to Covid-19. But when I’m in the field, the first thing I’m thinking about is helping our people cope.” https://t.co/JEf611Iow6 https://t.co/aUfNXqb0Xo",Staff Sgt. Kyle Snodgrass meets his son Griffin for the first time at MacDill Air Force Base in Florida on Tuesday. Snodgrass was deployed when his son was born. #ProudAmerican https://t.co/4bITW1xfAY
228,"Fans crammed into a stadium shoulder-to-shoulder, breathing the same air, hugging and high-fiving. Few settings are as cruelly effective at spreading contamination as a major sporting event. https://t.co/q5M2iVVwkU","Patriots owner Bob Kraft used his team's plane to bring masks from China to hospitals in MA and NY ""to bring some hope.""

""I think that was the only good call I've gotten in about 10 days,"" New York Gov. Andrew Cuomo says about Kraft's gesture https://t.co/INwCFFkNJz #CNNTownHall https://t.co/dTRS4tZ0Md","Dawn Adams is an emergency-room doctor in the Washington, DC, metropolitan area: “It felt as if everything changed overnight” https://t.co/w1vCF84HxG https://t.co/Xl0K1etDzb",California man charged with attempted kidnapping after hopping on bus full of schoolchildren https://t.co/ig6HOzFt3s
229,"From @WSJopinion: Instead of moving ventilators to the patients who need them, move the patients to the ventilators, write Mitchell Blutt and @kevin_volpp https://t.co/KAUB4RB2Y6",A group of firefighters from the New York City Fire Department showed up at Elmhurst Hospital in Queens to thank and cheer on medical professionals https://t.co/ydGxi7FSIn https://t.co/Fur2Y8JJa7,"Donell Johnson Jr. is a grocer in West Oakland, California: “I know that if I were in the situation of so many people in food service or hospitality — not being able to work — that it would be a big blow to me and my family” https://t.co/fx0msw2iIl https://t.co/x8cvdPxO0I",Jeff Sessions' departure leads to questions about Russia probe's future https://t.co/qDuCuO5fLX
230,"Officials and scientists in Europe, following the example of South Korea, Singapore and Taiwan, are advocating for mass testing for the coronavirus as the economic cost of lockdowns rises https://t.co/ps1sTGAdeD","A 99-year-old man and nine others were charged in New Jersey with violating the state's ban on gatherings aimed at stemming the spread of coronavirus, officials say https://t.co/Hr5Bud6p6X",Sgt. First Class Jon Stresing is an Army National Guardsman in Maryland: “We’re just waiting to help wherever we’re needed” https://t.co/LZR5FWpJYh https://t.co/odJdn40f8h,".@TGowdySC on the Muller probe: ""I don't think anything is going to happen to Rod [Rosenstein] until after Mueller finishes his investigation. And then what happens after that will be between @POTUS and Rod."" #SpecialReport https://t.co/5iWsDcmrYO https://t.co/C50ePxGMI2"
231,A Pakistani court overturned the murder conviction of Omar Saeed Sheikh for the 2002 killing of Wall Street Journal reporter Daniel Pearl https://t.co/z1z0kHbh8F,Peru will allow men and women out on separate days as part of a gender-based quarantine measure designed to slow the spread of the novel coronavirus in the country https://t.co/I3Lhyggbfa,"Chelsey is a flight attendant in Colorado Springs: “The other day, I washed my hands 20 times on a 2-hour flight. My hands are raw.” https://t.co/54By2AFXPv https://t.co/DQGbF9y2AQ",".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for several months now."" #SpecialReport https://t.co/SfA26v0ock https://t.co/mszTX8VAr7"
232,"'Globally, as a whole, the Covid-19 situation is worsening,’ one analyst says. ‘Investors are getting more panicky.’ https://t.co/okmFWlNItw","Dr. Anthony Fauci, the nation's top infectious disease expert, said he doesn't understand why every state hasn't issued stay-at-home orders as novel coronavirus cases continue to surge across the US https://t.co/3w3h7ir2qM","As the U.S. faces the coronavirus, millions of Americans have continued to work, including those whose jobs are critical to the functioning of our society. Here’s how they are confronting the pandemic, in their own words. https://t.co/xghibv7lUi","Suspect in Trump Walk of Fame vandalism pleaded no contest, officials say https://t.co/UtqbFj28ev"
233,“It is China who lent a helping hand to more than 80 nations. Not the United States.” China cast itself as the indispensable country combating the pandemic. https://t.co/iueZjVDcCb,"Rotterdam cruise ship passenger Laura Garaboni hasn't been allowed to leave her room since March 22.

""It's been a trying time,"" she says. ""Just locked in a room... what's been more challenging is to stay okay mentally."" https://t.co/39y3XwcMzM","""Like many A.A. members, I found I needed the meetings more than ever when the coronavirus quarantine canceled the in-person ones,"" writes Virginia Heffernan https://t.co/oJlAH13Lu8",'The Justice Department Needs Stability': Starr Says He's 'Concerned' Following Sessions Resignation https://t.co/Ks0YmUjs0L
234,Take an early look at the front page of The Wall Street Journal https://t.co/TRTFLnEbbc https://t.co/veLRZ3Shx3,"18 veterans who lived at the Holyoke Soldiers' Home had died, 12 of whom tested positive for Covid-19, an official said. Three tests are pending, one result was ""unknown"" and two were negative. https://t.co/YrGsdPdm5b","Narendra Modi's government, Indian journalists say, has tried to control the country's news media like no other prime minister in decades
https://t.co/Kl3L1ll8pR","During a post-Election Day press conference on Wednesday, House Minority Leader @NancyPelosi said House Democrats will strive for transparency and bipartisanship. https://t.co/N0IlB5EBqZ https://t.co/u9LaGTFcBO"
235,Restaurants’ increasing dependence on companies like DoorDash and Uber Eats during the pandemic has inflamed their frustrations—and prompted some to strike back https://t.co/AWmy75A5z0,"Around the world, seismologists are observing a lot less ambient seismic noise — the vibrations generated by cars, trains, buses and people going about their daily lives. In the absence of that noise, Earth's upper crust is moving just a little less. https://t.co/128XWeGVnq","Democrats have pushed their convention to August because of the coronavirus. It will be held in Milwaukee as planned, a week before Republicans holds theirs.
https://t.co/Xi71B93aON",Former Attorney General Jeff Sessions departs the Justice Department hours after he resigned at President Trump's request. https://t.co/SfA26v0ock https://t.co/YXjPufBGwF
236,"Social Security recipients won't need to file tax returns to receive payments authorized in the coronavirus economic-relief package, the Treasury Department said, in a reversal of its prior position https://t.co/1ELfCw2wF6","As the coronavirus pandemic rages and President Trump's response comes under withering scrutiny, Drs. Anthony Fauci and Deborah Birx — the two top medical experts on the White House coronavirus task force — have emerged as central figures advising Trump https://t.co/3WkcLZIEPj","A man accused of killing 3 family members and kidnapping his young son in Georgia surrendered to the police after an armed standoff that snarled traffic for several hours on a Florida highway, the authorities said https://t.co/z9cYIYfP5C",Maxine Waters on continuing Trump finance probe: 'We will deal with that' https://t.co/F0d27WZM2k
237,Boeing is expected to begin offering early retirement and buyout packages to its workforce as it pushes to control costs amid the coronavirus pandemic https://t.co/tqLzCdVeUE,"Former State Department officials were ""mystified"" and ""bemused"" by the United States' purchase of medical supplies from Russia amid the coronavirus pandemic — a move that experts say is a propaganda win for the Kremlin https://t.co/mrqsh8QLTi","For “Those We’ve Lost,” @nytobits is writing portraits of people who have died in the coronavirus pandemic. 

Our reporters would like to hear about anyone you knew who has died. Please tell us about them using the form in this article. https://t.co/49JWUG6Vpd","American flag mural at pizza shop vandalized, protested in small town https://t.co/cAcnfLtGuf"
238,"Stephen Curry needed a place to shoot baskets amid the coronavirus quarantine. So the greatest shooter in NBA history ordered an outdoor hoop and took five hours to put it together. ""I got overwhelmed looking at the manual,"" he said. https://t.co/XmEUGvWnaL",Dr. Deborah Birx said that the White House coronavirus task force is missing 50% of the data for coronavirus tests that have been conducted https://t.co/0DqyHBtbmW,"Hilda Churchill survived WWI, the 1918 Spanish flu and WWII. At 108, she was the oldest recorded victim of the coronavirus in the UK.

Read her obituary in ""Those We've Lost: Faces of the Pandemic,"" our series on people who have died in the outbreak.
https://t.co/NmnlKSMEcX",RT @FoxBusiness: Florida sports gambling measure passes despite NFL's Dolphins plea to voters https://t.co/gVroP7eFOj
239,"From @WSJopinion: The U.S. State Department proposes Maduro and Guaidó both step aside and make way for free elections in Venezuela, writes U.S. Special Representative for Venezuela Elliott Abrams https://t.co/w1DDezIL23","New Jersey Democratic Gov. Phil Murphy has called for an assessment of the federal response to the coronavirus once the crisis itself is handled, as states continue to scramble for much-needed medical supplies to combat the spreading virus https://t.co/oUa6ahzEDN","The growing number of coronavirus cases and deaths have touched family and social circles across New York City, making the invisible threat seem far more real https://t.co/tgTrasBTex",Democratic presidential hopefuls already jockeying for 2020 https://t.co/Naw7ySEuNB
240,Food banks are struggling with increased demand and a decline in resources and volunteers amid the coronavirus crisis. Here's how you can help. https://t.co/UM7CcKTGhA,".@drsanjaygupta shows how to properly disinfect your groceries:

• Any household cleaner will do
• Be sure to have a clean area and a dirty area
• If you wear gloves, be sure to take them off the right way so you don't contaminate yourself

#CNNTownHall https://t.co/0kXte7kj10 https://t.co/3FmjeH98nQ","In Opinion

""Stepping into an office building that once had someone with the coronavirus in it is not as dangerous as sitting next to that infected person for an hourlong train commute,"" write Joshua Rabinowitz and Caroline Bartman, both scientists. https://t.co/bzqncZdle3","Mark Penn: Trump needs to be a UNIFIER now to succeed, move on to successful re-election https://t.co/tqjL4qFOB8"
