,Wall Street Journal,CNN,New York Times,Fox
206,"Aramco slides 9%, below 30 riyals per share, after concerns around the fast-spreading coronavirus send oil prices lower https://t.co/3WBC1I1YjY","A fifth Republican congressman — Rep. Louie Gohmert of Texas — was told by officials on Sunday that he had been in proximity to the individual at CPAC who was diagnosed with novel coronavirus, but Gohmert is not planning to self-quarantine, an aide says https://t.co/Zu4RXpKdKl","While India's winemaking industry is still a work in progress, there are delightful bottles to be found, writes @vindugoel https://t.co/qzlgLp7G5l","Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/QcyToi8eqo"
207,Many health experts say we should scrap daylight-saving time and switch to permanent standard time https://t.co/hP6VWvlBMJ,Employees at NASA’s Ames Research Center in Silicon Valley have been put on a mandatory telework status after an employee has tested positive for coronavirus https://t.co/OEhI6qSqE2,"""At least it’s out. Before, it was just sitting in my heart, weighing on me."" The singer and songwriter Sophie Allison — better known as Soccer Mommy — explains the process of making her new album, which was released on Friday. https://t.co/K2YfmvgZQ8",OPINION: @lizpeek: Midterm elections prove Trump's critics still underestimate him as 'blue wave' becomes a ripple https://t.co/5gr0cFFfQm
208,Even those who believe that the market will ultimately rebound are reluctant to predict when the worst of the selling will be over https://t.co/KYn1JNXtoH,"Italy has been put under a dramatic total lockdown, as the coronavirus spreads in the country. Prime Minister Giuseppe Conte announced that he is extending restrictions already in place in the north. https://t.co/CQ8mYgOTQr","Right from the start, Donald Judd wanted to be a big art deal, a super influencer. Long before his death in 1994, he was. To some degree, we all lived in Judd-world, and still do, Holland Cotter writes.
https://t.co/Dp1r6oBRDB",.@DanCrenshawTX: “I think veterans have a great role in Congress.” https://t.co/T0PAho7Oq9 @foxandfriends https://t.co/m0MXdFAhoG
209,"Microsoft, Amazon and other tech companies are showing support for some limits on use of facial-recognition technology to protect business opportunities https://t.co/B46MMzLvL7","Toilet paper does not offer special protection against the virus. It's not considered a staple of impending emergencies, like milk and bread are.

So why are people buying up rolls more quickly than they can be restocked? https://t.co/KFkVQT6Kly","Coronavirus map: Tracking the spread of the outbreak
https://t.co/9o3GFUoWvi","Democrats took control of the House in Tuesday's midterm elections, FOX News projected, while Republicans retained their majority in the Senate. Read more in today's ‘Fox News First’: https://t.co/3jLc8lGb4R https://t.co/oQ9CU3nfIH"
210,The WHO has praised China’s containment measures and urged governments to act decisively to halt the spread of the coronavirus epidemic https://t.co/JgqIzphyrA,A number of Ireland's St. Patrick's Day parades are being canceled over fears the mass gatherings would contribute to the spread of the coronavirus outbreak https://t.co/93WURSWQeh,"“‘Riverdance’ has been many things to me: a dream, an adventure, a job; a source of joy and disillusionment,” our dance critic Siobhan Burke writes https://t.co/ldwIbfFYlV",Tester and Rosendale race too close to call @foxandfriends https://t.co/iSPHQowenr https://t.co/i2bMlOHAH2
211,"The quarantine in northern Italy, affecting more than a quarter of the country's population, will be effective until April 3 https://t.co/6KHJowLpVh","President Trump made 115 false claims over the last two weeks of February, during which he faced a growing crisis over the coronavirus pandemic, visited India, held four campaign rallies and addressed the Conservative Political Action Conference https://t.co/P4CXwNXNvD","The earthy flavors of stout beer pair perfectly with three kinds of chocolate in these dense, fudgy brownies
https://t.co/Z80pn5Fub9","RT @FoxNewsResearch: Senate Democrats in States #Trump Won in 2016:

•Won Re-election:
→ Baldwin: WI
→ Brown: OH
→ Casey: PA
→ Manchin: WV…"
212,Entrepreneurs open a one-stop “slime” experience in Manhattan’s SoHo neighborhood https://t.co/K6iH1G2FYF,Washington state is holding its primary election on Tuesday as it deals with one of the largest outbreaks of reported coronavirus cases in the US. But the state has one advantage in preventing the virus' spread that day: All of its voting is done by mail. https://t.co/9OKhGi0I6p,"Nestlé wants to draw more spring water from a northern Florida site owned by a local family — but environmentalists are pushing back. “It’s like a big Slurpee cup with about a million straws,” one environmental scientist said. https://t.co/TmOCltwTvA","RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/Fw1dedee2z"
213,"In the early ’70s, John Oates of Hall &amp; Oates had a date. She stood him up, but it did inspire this hit song. https://t.co/l67wOIWVpw","A majority of Americans say they are at least somewhat confident the federal government can prevent a nationwide epidemic of coronavirus, according to a new CNN poll, but only about half say the govt. has done a good job of containing its spread so far https://t.co/xBaCA1aUPg","Italy’s decision to quarantine a quarter of its population is fueling fears of similar measures from London to Berlin, as officials grappled with how to slow the spread of the coronavirus in several of the world’s most open and democratic societies https://t.co/7ETan48ajS",FOX NEWS FIRST: Mixed midterm results for Trump and both parties - but everyone's declaring victory https://t.co/8btBB7kr5T
214,The nation’s capital confirmed its first case of coronavirus on Saturday https://t.co/kpRQDkxTYF,"Rep. Doug Collins, the top Republican on the House Judiciary Committee, and Rep. Matt Gaetz of Florida are now the third and fourth congressmen to self-quarantine after CPAC, following announcements from Sen. Ted Cruz of Texas &amp; Rep. Paul Gosar of Arizona https://t.co/t7n1rMMPUA",Coronavirus map: Tracking the spread of the outbreak https://t.co/LrTAF8CNNP,Former Indiana Rep. David McIntosh on midterms in the House: “The big losers there were actually the squishy Republicans that never came on board President @realDonaldTrump’s agenda.” @FoxFriendsFirst https://t.co/YKqcJYswj6
215,The U.S. Soccer Federation said it has offered the World Cup-champion women’s national team equal pay with the men’s team in matches that it controls https://t.co/Hahai72UMf,"Trump is playing a familiar game: creating an alternative reality to serve his political needs, writes @StCollinson. ""From impeachment to the Russia probe, he's gotten away with it before, escaping scrapes unscathed and confounding his enemies."" | Analysis https://t.co/DL5npsOXR5","In Opinion

Richard A. Friedman writes, “Even in the face of fear, we do have the capacity to act in ways that would help limit contagion during an epidemic. Specifically, we can behave altruistically, which benefits everyone.” https://t.co/FLltRYbXph",Midterm elections in several key states still undecided https://t.co/gx8DlMgOQS
216,"“You’re not going to be able to have mega-factories anywhere else”: Why Apple is stuck with China, despite coronavirus disruption. https://t.co/fXkz5yk2IW","""What the White House press secretary is touting — that President Trump works a lot and doesn't sleep — are just the sort of things that make you more vulnerable to illness, not less so,"" @CillizzaCNN writes. https://t.co/IqY1RluVIg | Analysis","For the first time, a federal court is requiring the U.S. military to allow American and foreign doctors to assess a prisoner at Guantánamo Bay to determine whether he should be released from the prison there and sent home for psychiatric care https://t.co/Iw11MU1R4X","Election recap: Balance of power shifts after #Midterms2018, @SchmittNYC breaks it down @FoxFriendsFirst https://t.co/zK7cJ6fW2G https://t.co/TSTYS13t9c"
217,Where to find a sanctions-busting cargo ship? North Korea turned to Vietnam https://t.co/2w0t05TQes,"Britain's Prince Harry and Meghan, Duchess of Sussex have marked their final engagement as senior members of the royal family by attending the annual Commonwealth Service at Westminster Abbey https://t.co/DMlR1QOPww","The Rev. Jesse Jackson endorsed Bernie Sanders for president on Sunday, offering support that Sanders hopes will rally black voters to his side ahead of a make-or-break primary contest in Michigan https://t.co/6E25LBw54M","GOP takes two key Florida races, @GriffJenkins reports @FoxFriendsFirst https://t.co/3xBaC6M2hv https://t.co/m2wIkiWfxh"
218,"China tightens coronavirus restrictions to shield Beijing as other Chinese cities ease them, freeing workers to return to capital https://t.co/9ec5XMyQOc","The unique culture of nut-cracking chimpanzees has been selected for conservation by the UN, marking the first time an animal activity has been preserved by the international body https://t.co/Do6gbImFqq",Museums large and small are planning exhibitions and programming around the theme of feminism and aimed toward this fall https://t.co/kCp98l8D5u,Dead Nevada brothel owner wins Nevada Assembly race https://t.co/nFYGiWH7NP
219,Book Review: Gordon Marino on “No Way but to Fight” by Andrew R.M. Smith https://t.co/rX0MLJMI4U,"JUST IN: The Dow plunged 2,014 points, or 7.8%, its worst single-day point drop ever, as an oil price war adds to fears of the coronavirus https://t.co/f25AdOdJKp https://t.co/nBoRarvXDV","In Opinion

Tom Steyer writes, “Americans deserve so much better from their government. We can afford it. We know better. And it’s the right thing to do.”
https://t.co/KTnlqnIROB",".@kayleighmcenany on Kavanaugh effect: “Kavanaugh happened. That closed the gap, and we wondered if that tailwind would push us through to Election Day. It did.” @FoxFriendsFirst https://t.co/1pFcjAxEyq https://t.co/n8MEm8RMZr"
220,"All the drama of the last two months have merely brought the presidential primary contest back to what it seemed destined to be at the outset, writes @geraldfseib  https://t.co/1QsHHT5jC9","Rep. Doug Collins, the top Republican on the House Judiciary Committee, became the third member of Congress to self-quarantine after coming into contact with an individual who has been diagnosed with the novel coronavirus https://t.co/9VtkqPXeUO","Dr. Anthony Fauci, the nation’s leading expert on infectious diseases, is widely respected for his ability to explain science without talking down to his audience. Where politicians fumble and other health officials step back, he steps up to explain. https://t.co/HByaivJnpt",".@kayleighmcenany: “I hope that there is bipartisanship. And if there is bipartisanship, it will be because of President @realDonaldTrump.”@FoxFriendsFirst https://t.co/BddPsnqe9Z"
221,"Glimpses of the future of office life: working commutes, smarter elevators, robot assistants, flexible floor plans and maybe even productive meetings https://t.co/M4S7khcV3o","Here's what you might've missed on CNN
▪︎ Booker endorses Biden
▪︎ Two US service members killed in Iraq, Pentagon says
▪︎ Magnitude 5.8 earthquake strikes off the coast of Northern California, according to US Geological Survey

And more: https://t.co/PeJaGe5KLo",Saudi Arabia cut its oil export oil prices by nearly 10% on Saturday. The dramatic move came in retaliation for Russia’s refusal to join OPEC in a large production cut as the coronavirus continues to slow the global economy. https://t.co/Lh8X4cMBOi,Republicans win several critical Senate races @FoxFriendsFirst https://t.co/yE3M42521d https://t.co/rj1CkQJY0a
222,President Trump created a sensation when he put his hands on a glowing Orb in Riyadh. Then the mysterious Orb disappeared. https://t.co/lKQvDqlSMb,A cruise ship carrying at least 21 people who have tested positive for the novel coronavirus has arrived at a California port after being held at sea for several days https://t.co/gHpH8vWcIb,"As the coronavirus has spread, so too has misinformation about it, despite an aggressive effort by social media companies to prevent its dissemination. We found dozens of videos, photos and posts that appeared to have slipped through the cracks. https://t.co/rdiFFe9yJW",Past presidents lose House majorities @foxandfriends https://t.co/WUD7k2RDmg
223,"Artificial light is often demonized for ruining our sleep, but not all LEDs are slumber-ruining bulbs https://t.co/VNDjhMyDHz","As the novel coronavirus spreads across the globe and the US, President Trump's campaign insists the pandemic won't impact his re-election scheduling and strategy. https://t.co/mBEz033k60","Here’s what you need to know about the risks of coronavirus transmission while working out in a gym or athletic studio
https://t.co/cFcvk3OuRW",.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/iDjrBet90f
224,"“We should be the best, not the best women.” Athletes, executives and coaches on what they expect—and hope—for women’s sports. https://t.co/sUaECp0M9k","Former Vice President Joe Biden leads Vermont Sen. Bernie Sanders by a wide margin in Michigan heading into the Tuesday primary, according to a new poll from Monmouth University. https://t.co/AwC5xPx4U8","Meet Jannie Jones, the 76-year-old woman who had to know who Representative James Clyburn was voting for in the South Carolina primary https://t.co/dhy1ce0qB2",Democrat Jacky Rosen defeats GOP incumbent Dean Heller in Nevada Senate race https://t.co/aKCUD50CYW
225,The Seattle-area nursing home at the epicenter of Washington’s coronavirus outbreak called for more assistance as deaths linked to the facility increased to 14 https://t.co/kJTBIQTF2R,"New York will be producing its own hand sanitizer, Gov. Andrew Cuomo said. The announcement came in the wake of widespread shortages caused by the novel coronavirus outbreak, which have led to price-gouging both online and in stores. https://t.co/O1GcmXPnDu","A coronavirus alert sat unread in an inbox while 3,000 on a cruise ship dined and mingled: how a series of blunders in Japan now shadow an outbreak in California
https://t.co/iNGpjcvZLk",".@Nigel_Farage: “I’ve never seen so much interest in the midterm election in this country, and I think the conclusion, love him or hate him, there is only one @realDonaldTrump.” https://t.co/pIxS5fie6j"
226,Hundreds of teams of epidemiologists and statisticians scramble to figure out how far and fast coronavirus will spread and how deadly it could become https://t.co/Q7yJvw7kKJ,"The US has begun withdrawing some troops from Afghanistan, part of the initial drawdown to 8,600, a US official confirms to CNN. https://t.co/SrQGb75RDg",Map: The number of known coronavirus cases in the U.S. continues to grow https://t.co/e3LAezJGEK,.@Richardafowler: “[@POTUS is] gonna have to work across the aisle. I think the place for this president to start is infrastructure. Every member of Congress likes a new airport in their district.” https://t.co/Hq96Dm7nxV
227,"“Map of the Soul: 7,” which is mostly in Korean and mixes rap, ballads and electro-pop, is BTS’s fourth album to top the charts in less than two years https://t.co/K6jhAVavRq","The vast majority of US deaths from coronavirus appear to involve patients ages 70 and up, based on broad age range information provided by health authorities https://t.co/DnY4SbMrow","As part of the peace between the U.S. and the Taliban, 2 classified documents detail what should happen over the next 18 months. The Taliban have read them, but most Americans haven’t, nor have many of their elected officials. https://t.co/xwhgVrVqUx","Georgia's Stacey Abrams refuses to concede, says victory 'within reach' https://t.co/RVpchUzA2H"
228,Can men under 50 wear berets? Our fashion editor test-drives the notoriously tricky hat. https://t.co/mkAzTznamX,"American universities from California to New York have canceled classes as the novel coronavirus has affected more than 100,000 people. These universities have canceled or suspended classes so far. https://t.co/RXNv6roayS","Mark Meadows, a retiring Republican congressman from North Carolina and one of President Trump’s most ardent defenders, is the 4th White House chief of staff in 38 months https://t.co/xkx4hPRL1A",RECAP: Senate Balance of Power @FoxFriendsFirst https://t.co/iSPHQowenr https://t.co/Hc7vcylhqK
229,"Review: Pixar’s ""Onward""—about elfin brothers on a quest to reconnect with their dead father—lacks the studio’s usual wizardry  https://t.co/fWi1f8mZBS","Amid the coronavirus outbreak, Israel's Prime Minister Benjamin Netanyahu has announced that anyone entering the country from abroad  — Israeli citizens and foreign nationals alike — must self-quarantine for 14 days https://t.co/S1HcoXWH0g","RT @NYTSports: Manchester United beat Manchester City, riding Bruno Fernandes and Anthony Martial to an unexpected victory, and turning the…",Should you save for your retirement or your child’s college education? (via @FoxBusiness) https://t.co/Z9NxzF3vXz
230,"Trying to increase your focus and productivity through apps may have the opposite result, says a psychiatrist
https://t.co/EsWoO5tQLf",Amateur astronomers first spotted an anomaly in data captured by NASA's latest planet-hunting space satellite TESS. What they didn't realize was that they were looking at an entirely unknown type of star — the first of its kind. https://t.co/4Psfk59HnV,"A 14-year-old girl with developmental disabilities was sexually abused for several consecutive days and raped by students on her school bus without intervention by the driver, according to a lawsuit filed against the Georgia school district last week https://t.co/UOB2IpMLaT",".@JMfreespeech: “The Republicans for 2020 must broaden their base. The Democrats, their challenge is different: They must reconcile the division between the extreme left in their party…and the centrist voters who are more drawn to the mainstream.” https://t.co/kEiLKKh74H"
231,"Many retirees depend on the stock market to cover some of their financial needs. So, when the market becomes volatile, as it has amid fear of the coronavirus epidemic, many get nervous. https://t.co/O6MewBgU0I","The announcement from Gov. Andrew Cuomo came in the wake of widespread shortages caused by the novel coronavirus outbreak, which have led to price-gouging both online and in stores. https://t.co/fn4lWmjokR","Schools on both U.S. coasts are starting to close amid fears of the coronavirus, leaving parents to corral their children into online learning sessions and juggle child care https://t.co/KGHFIM95uy","Republicans, Dems to sees House leadership battles in coming weeks https://t.co/E1rZ5SPxZA"
232,"An attendee at CPAC, a conference for conservative activists held in late February outside Washington, D.C., has tested positive for coronavirus, the American Conservative Union said https://t.co/05KBwwYtQw","Trump will huddle with aides to weigh options for possible economic stimulus meant to blunt the economic fallout of coronavirus, White House officials say, as stocks plunged and concerns continued to grow over the administration's handling of the crisis. https://t.co/LDPgew0JwX","RT @jeligon: The Lowell HS girls' soccer team was on the field for a state semifinal, closing in on a third consecutive title. But then the…",Midterm ballot measures: California voters decide to keep Democrats' gas tax increase https://t.co/7XDpzCSLCW
233,"President Trump is set to host Brazilian President Jair Bolsonaro for dinner at Mar-a-Lago where the conversation is expected to include the conflict in Venezuela and a possible trade deal, an administration official said https://t.co/TfVPaTwxKI","Rob Braddick, who owns an amusement arcade in southwest England, has filled the toy grabber machines with hand sanitizer and toilet paper — two of the country's most sought-after sanitary products during the coronavirus outbreak. https://t.co/zkTsNcEZO0","A resident of Wilton, Connecticut, became the state’s first coronavirus patient, Gov. Ned Lamont said. The person was most likely infected during a recent trip to California and was hospitalized after returning to Connecticut. https://t.co/IelyDZK1u8","Democratic strategist @Richardafowler on GOP Senate majority: “I give @POTUS credit for getting a majority in the Senate, and I think he will continue to push judicial nominations.” https://t.co/Q3mfiDs5uv"
234,"The flu pandemic of 1918 killed more than 50 million people worldwide. The lessons of that outbreak could save countless lives in the fight against the coronavirus, writes global health expert @jonoquick. https://t.co/W8FV1MDOSg","The coronavirus outbreak has triggered extreme fear in financial markets as investors face up to an unsettling reality: The pandemic, unprecedented in modern times, could tip the world into a recession https://t.co/IFB0ewdXhx","RT @AsteadWesley: NEW: Michigan, which backed Sanders in 2016, might be his 2020 Waterloo. The union heavy state is theoretically perfect f…","Midterm winners make history on Election Night, from youngest woman elected to Congress to richest governor https://t.co/eTFF6HmQ1o"
235,Hundreds of teams of epidemiologists and statisticians scramble to figure out how far and fast coronavirus will spread and how deadly it could become https://t.co/Oj2mf719mZ,The New York Federal Reserve is pumping in tens of billions of dollars of extra cash into the financial system in a bid to ease severe stress gripping global financial markets because of the coronavirus pandemic https://t.co/Vyh2QzJe7W,"As the number of coronavirus cases in New York state rose to 105, Gov. Andrew Cuomo criticized the U.S. government on Sunday for delays in allowing private laboratories in the state to test for the virus. “The more tests we run, the better,” he said. https://t.co/TpleSnAb1Z","Recap: Fox News projects Republicans will retain Senate, Democrats will take control of House, @Garrett_FoxNews has the details #Midterms2018 https://t.co/r8YKdYomlp https://t.co/Hka3qG2IKr"
236,"Toddlers are innocent and sweet, but are they good? A new study shows that even babies know they should give lost objects back to their rightful owners https://t.co/sHZ8vSbPnM","Twitter said it would take action against a misleading video of former Vice President Joe Biden that was retweeted by President Trump, a major action that courted blowback from the White House. But then the social media company botched it. https://t.co/ZZWFOomSY8",President Trump hosted President Jair Bolsonaro of Brazil at his Florida estate on Saturday but refused to rule out steel and iron tariffs that have created tension in the relationship between the countries https://t.co/YPkYePDRp4,Dems' House takeover sets up series of legislative showdowns https://t.co/50G3EdDNoD
237,Europe’s old money mingles with tech startups as family-owned industrial firms battle digital disruption https://t.co/BnNGEYtzqW,"The head of the Port Authority of New York and New Jersey has tested positive for coronavirus, New York Gov. Andrew Cuomo said https://t.co/Phg9A8oi08","Coronavirus updates:
—Dr. Anthony Fauci, a top U.S. health official, said that a regional lockdown of parts of the U.S. could become necessary
—He recommended that those at greatest risk — the elderly and those with health conditions — abstain from travel
https://t.co/h5vTJnKk0F",".@NancyPelosi: “Today is more than about Democrats and Republicans, it’s about restoring the Constitution’s checks and balances to the Trump administration.” #Midterms2018 https://t.co/MAjpnM30pN"
238,"Boeing engineering mistakes and ""culture of concealment,"" coupled with lax federal safety oversight, led to 737 MAX crashes, a House report says https://t.co/4WeqJ0EHG0","Three additional coronavirus cases have been confirmed in New York City, bringing the total to 16 confirmed cases, according to Mayor Bill de Blasio's spokeswoman. https://t.co/xJ0QIB6tSp","Key U.S. officials in recent days have corrected or clarified President Trump’s statements about coronavirus testing. The number of people who can be tested for the virus and the number of tests available are fluid, federal officials said. https://t.co/jOtt8t90mY",Palmer: “Having @RepMaxineWaters chair banking and @NancyPelosi with the gavel will remind Republicans why Democrats are unfit for power.” #Midterms2018 https://t.co/UijPA60VAI
239,"The ethics officer for a federal agency that oversees credit unions abruptly retired when confronted with allegations that he drank and visited strip clubs with his deputy during work hours, according to an internal investigation https://t.co/ZgpyosHWZZ","President Trump's paternal grandfather, Friedrich Trump, was one of those people who died of influenza in 1918, according to a biographer. https://t.co/uKijAcqOud","In a surprise appearance on ""SNL,"" Elizabeth Warren said she would be practicing self-care now that she was out of the Democratic primary race: “Hanging out with my dog, Bailey. Prank-calling big banks. Drag-racing Subarus. Avoiding Twitter.” https://t.co/xP2hGt5OUE","Dems to flex muscle with new House majority: Subpoenas, investigations, even possible impeachment talks loom https://t.co/WF6DNGsh8W"
240,"The word ""diet"" has been twisted to mean endless schemes to drop pounds fast. But what it really means is simply eating the food you need. https://t.co/7FLg66IOJH","After visiting tornado damage in Nashville and the CDC headquarters in Atlanta on Friday, Trump took part in his standard social activities for the rest of the weekend without any apparent major concerns about community spread and the growing pandemic. https://t.co/xHgSn4xu3S","In Opinion

Bryce Covert writes, ""The best way for Mr. Biden to disavow any antiquated positions and to assure voters that he is in tune with their most pressing needs would be to release his own universal child care plan."" https://t.co/9wZShrvWdS","Former @SenTedCruz adviser Dan Palmer on Texas race: “I think @POTUS’ visit to Texas really rallied the Trump base, and the Trump base got permission, in effect, to get behind Cruz. There was obviously some bad blood after the hard-fought primary.” https://t.co/TeuLzGBqEC https://t.co/mgClrGHIFJ"
241,"Tracking devices, apps and cameras have put college students under so much electronic surveillance that some privacy advocates are alarmed https://t.co/C6b3EveCBL","The Working Families Party has endorsed Sen. Bernie Sanders less than a week after its first choice, Sen. Elizabeth Warren, dropped out the Democratic presidential race. https://t.co/iQHmhltbBa",An official from the Washington state nursing home ravaged by coronavirus said the facility still cannot get enough tests for its residents https://t.co/O4ajeIrc4e,"As results came in for #Midterms2018, former FBI Director James @Comey tweeted that the country would “now have a balance of power.” https://t.co/yE3M42mDpN https://t.co/0CsT7iuKFy"
242,"Wealthy millennial homebuyers are moving out of big cities. Just don't expect them to go too far.
 https://t.co/DswRmJa1Tf","This year, 32 states have proposed legislation to make daylight saving permanent. Eight states have already passed bills to stop springing forward and keep that precious hour of sleep. It's just up to Congress to approve them. https://t.co/wmzkVHcS1R","A man was killed and 17 other people wounded after gunfire erupted at a party involving multiple motorcycle clubs on Saturday night in Cleveland, Ohio, the police said
https://t.co/YnrPNkEDCG",Maxine Waters will 'grind down' Trump's deregulatory efforts: Jeb Hensarling (via @FoxBusiness) https://t.co/WY4fVxxxxJ
243,"Italy is preparing to lock down large parts of its north, including the Lombardy region around Milan, in Europe's most sweeping step against coronavirus
https://t.co/FEK6y6ltWY","New York City's crowded trains each day carry more than 5 million people hardened by terror threats and track-dwelling rats, daylight assaults and diluvial water main breaks. The coronavirus is their latest worry. https://t.co/7viP3nNSXt",RT @EricSchmittNYT: Trump administration hides its secret deal with the Taliban:  When and how the U.S. troops would leave Afghanistan  w/@…,"Montana Senate race too close to call, @ellisonbarber has an update #Midterms2018 https://t.co/yE3M42521d https://t.co/tBi7u9d4nz"
244,"Doctors are working endless shifts. Many stay in the same hazmat suits the entire time, without food, water or bathroom breaks. This is life on the coronavirus front lines. https://t.co/73NrFYoQlN","World oil demand is expected to fall this year for the first time since 2009, as the coronavirus pandemic deals a sharp shock to the global economy. https://t.co/ndL2n0QpaS","Bernie Sanders is struggling to gain support from black voters he's losing to Joe Biden. An event in Flint, Michigan, on Saturday aimed at directly addressing black voters didn't help him much. https://t.co/oxHoFx7W4z",.@NancyPelosi lays out vision for Dem-controlled House: 'It's about stopping the GOP' https://t.co/SLHHwgp0Mg
245,"Wall Street and the White House have starkly different views on the coronavirus, adding to a sense of anxiety as the number of cases grows https://t.co/Wvcr5XB0go","A police department in Louisiana says that when an officer pulled over a man for an expired license plate that hadn't been renewed since 1997, the driver said he has been too busy to renew his tags — for more than 20 years. https://t.co/OtliNPE0P7","On the Diamond Princess cruise ship, which docked in Japan, an early coronavirus cluster grew after a missed email alert and ignored protocols
https://t.co/7o8612vnhC",Stephen Colbert on Democrats retaking control of the House: 'They can now open investigations into the President' https://t.co/2bcB54gtTJ
246,"From @WSJopinion: Schumer’s tirade takes bullying the judiciary to a new level, and all those who claim to believe in democratic norms should call him out https://t.co/lxGIG6lsHX","What if all women in Mexico vanished? It's the question at the heart of a nationwide strike starting Monday, during which women are expected to stay away from work and school to protest surging rates of woman being killing because of their gender. https://t.co/6d46PkglEL","As Joe Biden tries to leverage his Super Tuesday success and build momentum, Bernie Sanders may face even longer odds in Michigan than he did in 2016, when he won the state in an upset https://t.co/Tyc7LT7LsT",Jonathan Hunt has the latest on California’s big races #Midterms2018 https://t.co/yE3M42mDpN https://t.co/4tNtIbRP8c
247,"The coronavirus epidemic continued to escalate globally, as Florida reported the first two deaths on the U.S. East Coast and New York state declared a state of emergency https://t.co/TpwoixG74F","Oil prices have suffered their biggest fall since the day in 1991 when American forces launched air strikes on Iraqi troops following their invasion of Kuwait.

Here are five things you need to know about why oil prices are crashing and what it means. https://t.co/kXq6FhNjAu","As the number of coronavirus cases in the U.S. rises and the NCAA men’s and women’s basketball tournaments looming, college sports officials have discussed whether they could — or should — play at fewer sites https://t.co/VdVlFADThE",Ellen Ratner: “@SenatorHeitkamp was gonna lose…It was very clear that the reason she felt comfortable voting against Kavanaugh was because she knew she was gonna lose.” #Midterms2018 https://t.co/rtXUAh9Sal https://t.co/DFl9zNt3jT
248,More people are working remotely—meaning unexpected guests on video calls. @RachelFeintzeig offers these tips to avoid embarrassing situations. #WSJWhatsNow https://t.co/59kcOwf9hE https://t.co/ebqPKaXEG8,"How did Lima, Peru, become one of the best culinary destinations on Earth? Gaston Acurio, arguably the chef that made it all happen, sits down over fried squid and a traditional ceviche to chew over this culinary success. https://t.co/WrFGjJQsvF https://t.co/JvVWESfYZA",RT @JohnBranchNYT: “He’s got a plan. And his plan is basically to be the greatest climber of all time.” Among the cool things about reporti…,"Pennsylvania woman, 83, fatally hit by car while heading to vote: report https://t.co/iWnIlcKfZz"
249,"School closures have sent tens of millions of children home even though few of them have fallen ill, as authorities study whether they play a role in infecting others https://t.co/OR4saq1Zar","Susan Hailey, a resident at the nursing home where 16 people have died from the coronavirus in suburban Seattle, lost a close friend to the disease.

""You just don't know who's going to die next,"" she said. https://t.co/m68pm1h4XL",The Dixie Chicks are back. Hear their new track and 10 others on this week’s playlist. https://t.co/OZpcKhFME9,Celebs react to Ted Cruz defeating Beto O'Rourke in Texas Senate race: 'Now he can run for president' https://t.co/hxRmDXLRbY
250,No wait to get into St. Peter’s Basilica. Plenty of space at the Mona Lisa. Coronavirus in Europe is scaring away travelers and hammering tourism. https://t.co/Ra4ksdb2UE,Who will take the lead after Super Tuesday Round 2? @JoeBiden and @BernieSanders battle it out in 6 more states for the chance to take on President Trump in November. Special coverage starts at 4 p.m. ET https://t.co/IClkFZXCw9,RT @amyfiscus: Medical experts offered to board the Diamond Princess as the coronavirus spread. They were told to stand down. 8 people died…,".@DouglasESchoen: Democrats, it would be a cataclysmic error to make @NancyPelosi your next House speaker (via @FoxNewsOpinion) https://t.co/qGqsN7hT9T"
251,"The security sweep has sent a chill across the leadership of Saudi Arabia, where the crown prince has spent three years consolidating power https://t.co/C3vknvWMLo",Egypt is on pace to surpass Spain this year as the world's number one exporter of oranges https://t.co/v2xWztITCf https://t.co/TTH3yfhKSe,Here's what happens to all that swag after a political campaign ends https://t.co/ON9SzDLV4i,Trump 'Has a Lot to Be Proud Of': Graham Says GOP 'Had a Good Night in the Senate' https://t.co/zoDbZSl4Ij
252,Hundreds of teams of epidemiologists and statisticians scramble to figure out how far and fast coronavirus will spread and how deadly it could become https://t.co/YkN0wl0oNG,"Citizen — the real-time crime alert app — is hoping people will trust its service to help give them some peace of mind. It's adding features to allow people to see if their friends or family are nearby an alerted emergency, such as a building fire. https://t.co/8gZJOcdbM4",Read updates in Chinese: 新冠病毒疫情最新消 https://t.co/6F6VzlavXF,".@Richardafowler: “I think @realDonaldTrump has reshaped the Republican Party, and I think he deserves credit for that. But what he has also done…is he’s pushed out [of] the way suburban Republicans.” https://t.co/lq4HRg1vze"
253,"The popularity of women’s college basketball games is surging this winter, with several programs saying that women’s games now account for over 50% of basketball attendance at their schools https://t.co/Q6dXi1uD0i","An ""American Idol"" contestant named Lou Dawg says he's ""stumped"" when asked who Lionel Richie is and says he thinks Luke Bryan is Justin Timberlake. Richie and Bryan are both judges on the show. https://t.co/EjgGK5rtcx https://t.co/dg9WcQmbsM","As New York grapples with containing the coronavirus outbreak, there has been a noticeable shift, a heightened awareness that everyday life has suddenly become strangely uncertain https://t.co/d6gB1HOEVz",Blackburn wins in Tennessee Senate race as 'Taylor Swift effect' comes up short https://t.co/x40IIzn9ZK
